k,theta,sigma,v0,rho,T,Strike,Price
0.676716,0.671822,0.068063,0.424553,-0.188941,0.851438,1.117240,0.328453
0.300515,0.302656,0.042720,0.233610,-0.647312,0.422871,0.885400,0.070227
0.918969,0.331333,0.564450,0.106182,-0.329522,1.008029,1.308360,0.375032
0.343778,0.143629,0.786012,0.186368,-0.141322,1.043488,1.087800,0.204847
0.069648,0.238824,0.249233,0.481354,-0.818186,1.982463,1.145480,0.446222
0.403773,0.735418,0.281211,0.750191,-0.092120,1.441004,0.685560,0.194542
0.941739,0.058862,0.682458,0.095597,-0.823630,1.326004,1.240280,0.253047
0.897288,0.652152,0.426542,0.495732,-0.516631,0.409646,1.074040,0.224886
0.861549,0.542421,0.288338,0.161957,-0.132016,0.258421,0.833720,0.025365
0.401693,0.778789,0.557619,0.392479,-0.505049,0.516021,0.901400,0.129717
0.768093,0.379444,0.545442,0.340813,-0.583357,1.168262,0.717880,0.102670
0.238938,0.475666,0.107564,0.420445,-0.834025,1.484512,0.975320,0.289902
0.648996,0.091173,0.044205,0.519748,-0.302198,0.757521,1.078760,0.274389
0.508713,0.356376,0.713742,0.703897,-0.036580,1.897363,0.900120,0.314611
0.149838,0.341445,0.627810,0.082641,-0.899465,1.461321,0.694120,0.042272
0.944114,0.489096,0.580290,0.776656,-0.782050,1.713363,0.688120,0.189139
0.057668,0.681698,0.240423,0.157770,-0.399019,0.871946,0.734520,0.041715
0.140730,0.616286,0.325068,0.026867,-0.533362,1.452504,1.151080,0.220520
0.734136,0.178705,0.957083,0.056413,-0.140827,1.016079,1.319800,0.347899
0.780765,0.619051,0.907584,0.042035,-0.174686,1.853854,0.951960,0.247361
0.489705,0.610519,0.879170,0.296810,-0.422087,0.143038,1.014280,0.089427
0.731364,0.436719,0.168549,0.235901,-0.548609,1.777188,1.366680,0.551875
0.716711,0.206276,0.691170,0.794352,-0.275467,1.052113,0.691000,0.132393
0.815019,0.240009,0.071924,0.117163,-0.908869,0.105854,0.910920,0.012927
0.982527,0.273268,0.782250,0.639275,-0.479308,0.190954,0.634360,0.013863
0.653352,0.346659,0.470697,0.237876,-0.938272,1.486237,0.623640,0.072507
0.478517,0.601670,0.944808,0.026314,-0.587317,1.958888,1.020120,0.231364
0.670182,0.654363,0.297546,0.507028,-0.909265,1.672729,1.283800,0.556633
0.059352,0.160535,0.799574,0.430557,-0.060736,1.915188,0.885320,0.232554
0.295368,0.539261,0.042225,0.167882,-0.161816,0.772088,1.039400,0.181898
0.211713,0.246645,0.141918,0.105472,-0.265567,0.201496,0.629560,0.000048
0.749877,0.277692,0.568113,0.515166,-0.538312,0.698679,0.739480,0.091499
0.615534,0.480169,0.480992,0.343183,-0.641074,1.480104,1.083720,0.331057
0.733739,0.281010,0.282696,0.225552,-0.129145,1.401521,1.309400,0.443664
0.710475,0.706030,0.043512,0.572520,-0.670972,0.241938,1.072920,0.193309
0.913919,0.335441,0.353679,0.480011,-0.237452,1.813029,1.167720,0.440508
0.792843,0.612652,0.178746,0.446120,-0.289921,1.932054,1.221480,0.542539
0.958173,0.522592,0.540690,0.750033,-0.413276,1.458638,1.357960,0.615811
0.552965,0.382683,0.868578,0.776972,-0.920848,1.012438,0.749000,0.162446
0.417633,0.545107,0.754332,0.523461,-0.453964,0.376487,1.306840,0.379906
0.642957,0.735496,0.262104,0.082087,-0.565141,1.246846,1.363880,0.484189
0.602961,0.103970,0.578211,0.295072,-0.392485,1.527829,0.988920,0.206618
0.156768,0.015491,0.229236,0.066603,-0.080635,1.060354,1.161320,0.206304
0.112515,0.664476,0.738690,0.324144,-0.346549,0.320521,1.007800,0.129457
0.564351,0.162668,0.178845,0.265210,-0.461488,1.766646,0.803000,0.137746
0.829770,0.778947,0.301505,0.569991,-0.633154,1.509238,0.805240,0.249697
0.396447,0.480564,0.294575,0.316007,-0.228442,0.772663,0.864680,0.127002
0.327443,0.289068,0.811257,0.320905,-0.099148,1.573254,1.192200,0.376216
0.109941,0.340260,0.149738,0.147026,-0.265667,1.833346,0.920840,0.168487
0.885209,0.747505,0.993120,0.105709,-0.058360,0.507779,1.096920,0.189323
0.775815,0.451966,0.574547,0.491861,-0.436145,1.321213,1.288520,0.490982
0.354075,0.444461,0.917583,0.320826,-0.593653,1.460938,0.691400,0.102356
0.857985,0.691415,0.955103,0.760777,-0.522571,0.676638,1.362120,0.509385
0.775914,0.377074,0.175281,0.019599,-0.494752,0.244046,1.294600,0.294845
0.566528,0.097256,0.031532,0.161720,-0.251806,0.597288,1.325480,0.357538
0.806010,0.307317,0.841650,0.193794,-0.416443,1.402671,1.001960,0.205278
0.930057,0.163458,0.154787,0.437035,-0.470596,1.450588,0.749560,0.125716
0.946887,0.473217,0.493071,0.329832,-0.561379,1.869379,0.652440,0.132579
0.899664,0.438694,0.652856,0.318061,-0.894514,1.631713,1.305160,0.470660
0.814029,0.257468,0.713148,0.489649,-0.448222,0.661879,1.214200,0.340364
0.912435,0.705556,0.323483,0.257468,-0.330709,1.071279,1.006440,0.262793
0.178845,0.618103,0.723642,0.534757,-0.067963,0.128854,1.062360,0.141036
0.645629,0.292149,0.784031,0.400221,-0.048262,0.679704,1.058040,0.228765
0.264282,0.032871,0.913425,0.681777,-0.500296,0.991354,0.616840,0.094030
0.114891,0.653811,0.789278,0.161562,-0.359815,1.644171,0.935560,0.156480
0.284973,0.115663,0.909366,0.509715,-0.491485,1.015313,1.247880,0.394089
0.669588,0.526779,0.012425,0.447068,-0.880555,1.572488,0.646600,0.130806
0.788388,0.701211,0.259827,0.761567,-0.317345,1.716429,1.198280,0.564484
0.740175,0.143313,0.702357,0.142602,-0.738193,0.928104,0.871880,0.077350
0.151719,0.124827,0.650184,0.255335,-0.861152,1.482979,1.099720,0.242746
0.720473,0.267185,0.148353,0.637063,-0.533857,0.344863,0.662680,0.036769
0.359619,0.273821,0.114000,0.275006,-0.688693,0.869838,1.247000,0.357251
0.260420,0.403381,0.699189,0.596378,-0.890356,1.363571,1.145320,0.385710
0.023910,0.084852,0.920057,0.305737,-0.088258,1.992429,0.917320,0.193062
0.254877,0.640381,0.584745,0.590611,-0.034799,1.917104,1.277640,0.597276
0.305564,0.768993,0.198150,0.446515,-0.592861,1.399412,1.035320,0.343006
0.889764,0.702870,0.053016,0.524567,-0.843629,0.526946,1.265080,0.395393
0.189042,0.055702,0.486042,0.647174,-0.007474,0.303079,1.092120,0.229803
0.366252,0.551269,0.437234,0.161878,-0.363577,1.675796,1.184600,0.365395
0.095685,0.131226,0.223395,0.076163,-0.541975,1.451929,1.010360,0.133505
0.692853,0.410807,0.147660,0.465238,-0.313780,1.840054,1.002760,0.346631
0.924117,0.350767,0.313980,0.243801,-0.329719,1.915571,0.661400,0.109417
0.283884,0.474797,0.155282,0.790086,-0.140035,0.207246,1.253400,0.333051
0.195279,0.258416,0.561579,0.189923,-0.087466,1.750929,1.075640,0.259031
0.599100,0.091489,0.920949,0.662106,-0.608206,1.134146,0.630120,0.095470
0.225177,0.420761,0.424068,0.631296,-0.377437,0.291579,0.993320,0.163643
0.138156,0.731942,0.619296,0.288041,-0.058261,1.772204,1.166120,0.392434
0.630582,0.278087,0.290814,0.369016,-0.690476,1.601813,0.880680,0.206959
0.420206,0.146078,0.625533,0.045274,-0.223591,0.153004,1.164600,0.165981
0.544947,0.423052,0.797297,0.245934,-0.440599,1.040038,0.954600,0.172247
0.512969,0.156743,0.157955,0.108869,-0.956390,1.751121,0.749400,0.069465
0.992526,0.747426,0.068856,0.409859,-0.256559,0.390479,0.969240,0.151536
0.352590,0.372966,0.139938,0.182497,-0.567814,1.303771,1.296600,0.411139
0.719484,0.111159,0.406743,0.224446,-0.437530,1.772012,0.964440,0.186945
0.095288,0.192293,0.410307,0.747663,-0.342391,1.211962,1.385960,0.627112
0.666024,0.634772,0.249927,0.153267,-0.328333,0.542279,0.840760,0.065110
0.510396,0.283380,0.933918,0.054043,-0.425551,0.532888,0.848920,0.026294
0.090437,0.480011,0.553461,0.202326,-0.238837,0.088029,1.218760,0.222778
0.548214,0.380234,0.238740,0.235980,-0.098059,1.815329,1.331160,0.514984
0.850857,0.587530,0.375459,0.068183,-0.596524,1.541246,1.101320,0.320439
0.317346,0.110765,0.828978,0.538787,-0.199732,1.864204,1.290040,0.508586
0.187656,0.706978,0.698496,0.205723,-0.340313,0.224688,1.238280,0.255948
0.290319,0.320667,0.815217,0.704687,-0.031037,0.686029,1.161960,0.366351
0.826998,0.275085,0.457233,0.362064,-0.216661,1.861521,1.179400,0.410835
0.273687,0.551505,0.271410,0.419576,-0.530096,1.694196,0.763320,0.187289
0.494358,0.126407,0.832245,0.527885,-0.268439,0.242321,1.317880,0.361815
0.217752,0.704292,0.420206,0.683041,-0.577219,1.200271,1.042280,0.362993
0.895506,0.288751,0.533562,0.026787,-0.588109,1.611587,0.781160,0.084495
0.658104,0.467845,0.541976,0.496996,-0.432481,0.714013,0.939960,0.191718
0.916890,0.499208,0.363183,0.437430,-0.234679,0.799688,1.085160,0.288304
0.816306,0.057598,0.596031,0.513586,-0.153103,0.691204,1.152920,0.302305
0.183795,0.708716,0.801258,0.526700,-0.230522,1.602771,0.984200,0.318277
0.220029,0.168593,0.590585,0.449280,-0.083308,0.890729,1.311800,0.451729
0.314970,0.402749,0.692160,0.724753,-0.968765,0.415013,1.246680,0.361396
0.011139,0.076320,0.227355,0.427318,-0.577615,0.829204,1.091000,0.286559
0.485349,0.758249,0.284181,0.343815,-0.848083,1.501188,0.605320,0.105944
0.285863,0.031844,0.717701,0.228633,-0.590386,0.803329,1.312440,0.351609
0.996189,0.604041,0.939759,0.670085,-0.740768,1.578621,1.334280,0.567393
0.328632,0.200746,0.697802,0.264183,-0.357043,1.295338,1.381720,0.466671
0.074201,0.252096,0.367241,0.511216,-0.317146,0.355979,1.353720,0.418358
0.614939,0.598353,0.130038,0.553481,-0.645628,1.169029,1.098840,0.378845
0.020741,0.587214,0.679191,0.168198,-0.468121,0.086304,0.880280,0.009813
0.808782,0.146947,0.979854,0.524487,-0.247451,0.491104,1.178600,0.293323
0.583952,0.741422,0.022920,0.291517,-0.757597,1.254512,0.723400,0.129181
0.188645,0.573547,0.034898,0.445409,-0.790169,1.754379,0.872440,0.264620
0.914216,0.061469,0.237948,0.507187,-0.614741,1.255088,0.733800,0.109323
0.997575,0.311109,0.071528,0.170094,-0.429314,0.470596,0.959160,0.099617
0.217652,0.269792,0.647709,0.792693,-0.129442,0.825179,1.284680,0.497750
0.204387,0.676247,0.769578,0.715036,-0.669586,1.169604,0.949800,0.288895
0.999258,0.481117,0.379122,0.471084,-0.325364,1.976904,0.977480,0.348848
0.909663,0.246566,0.637215,0.558932,-0.498514,0.232354,0.921080,0.097332
0.217554,0.086591,0.918870,0.454336,-0.314968,0.673188,1.090440,0.250381
0.291605,0.197981,0.293882,0.171674,-0.556925,1.296104,1.175400,0.290108
0.357045,0.700578,0.185082,0.218679,-0.816998,1.603729,0.745480,0.140308
0.558609,0.287014,0.940452,0.591638,-0.204484,0.210313,0.847320,0.064995
0.550194,0.038954,0.430701,0.611783,-0.088654,1.693238,1.227400,0.473725
0.042918,0.339786,0.407535,0.159666,-0.645925,1.575746,1.005800,0.183398
0.231414,0.362301,0.479310,0.471479,-0.241312,1.858071,0.601480,0.117792
0.732948,0.360642,0.730968,0.355507,-0.253786,0.979471,0.717400,0.086131
0.444561,0.444856,0.793833,0.441933,-0.420898,1.893338,0.938520,0.276927
0.013614,0.416732,0.888081,0.703581,-0.255667,1.698413,0.824440,0.256941
0.104397,0.558379,0.397338,0.486094,-0.903226,1.156954,0.842440,0.190766
0.982031,0.737630,0.687210,0.043694,-0.262498,0.687946,0.961000,0.132575
0.072816,0.722857,0.175083,0.617708,-0.813829,1.985146,0.632280,0.183081
0.694140,0.197270,0.152907,0.060284,-0.979456,0.732604,0.886280,0.051758
0.919166,0.362774,0.339225,0.260707,-0.391891,1.089296,0.683640,0.071151
0.585635,0.123167,0.385755,0.235585,-0.781555,1.831429,1.009880,0.220051
0.220524,0.730204,0.980843,0.088645,-0.476834,1.815138,0.640840,0.060818
0.775419,0.555455,0.534354,0.580894,-0.762053,1.662763,0.818280,0.241012
0.458124,0.015649,0.948966,0.493204,-0.523462,1.879729,0.928840,0.210632
0.532176,0.777604,0.974706,0.459076,-0.027176,0.649229,1.097960,0.279859
0.012030,0.132964,0.574943,0.554903,-0.388427,0.852588,1.391160,0.530703
0.269429,0.543922,0.204387,0.284012,-0.158053,0.272796,1.273320,0.307256
0.316653,0.788269,0.661272,0.150265,-0.504454,1.270038,0.660440,0.066355
0.428424,0.574495,0.094298,0.407015,-0.517027,1.508088,0.972120,0.299511
0.180330,0.298785,0.506733,0.381419,-0.022522,1.977479,0.812600,0.200753
0.285765,0.594403,0.083111,0.516904,-0.045887,1.905221,0.806680,0.258993
0.079746,0.282037,0.600585,0.134939,-0.312097,1.516712,1.242600,0.317662
0.177260,0.744661,0.694535,0.711955,-0.148748,1.778529,0.822840,0.285438
0.552471,0.468635,0.948669,0.115268,-0.683446,1.749588,1.199880,0.327788
0.236661,0.566990,0.927681,0.416811,-0.027769,0.126554,0.644200,0.002364
0.898575,0.583975,0.025395,0.544159,-0.313087,1.342679,1.349480,0.590097
0.341601,0.231635,0.398228,0.752087,-0.964012,1.492371,1.119960,0.427923
0.774033,0.246882,0.049749,0.375810,-0.010939,1.370471,1.196920,0.395980
0.761360,0.104050,0.710376,0.383473,-0.529600,0.298479,1.230840,0.278442
0.339621,0.691178,0.429215,0.633113,-0.549697,0.429196,0.961800,0.181216
0.759084,0.175940,0.260024,0.323275,-0.147460,1.174396,0.816840,0.122478
0.554648,0.582395,0.656618,0.023628,-0.722155,1.846954,1.076680,0.274452
0.254480,0.589979,0.114693,0.659262,-0.296158,0.200729,1.354200,0.400966
0.373775,0.401643,0.970350,0.658867,-0.709978,0.310937,0.639400,0.035704
0.132315,0.175387,0.875409,0.151371,-0.646420,0.511996,0.904280,0.061765
0.166074,0.534679,0.159144,0.410175,-0.817295,1.257579,1.295160,0.481707
0.373379,0.707531,0.685824,0.028763,-0.729877,1.215221,1.217880,0.287400
0.773736,0.751771,0.107466,0.456943,-0.637906,0.273562,0.958760,0.121862
0.228741,0.591954,0.055392,0.251780,-0.268933,1.055946,0.659800,0.057835
0.496040,0.444777,0.532868,0.221207,-0.411790,0.689671,1.274280,0.344033
0.695624,0.544001,0.745322,0.667399,-0.534550,0.409838,0.725080,0.072657
0.203100,0.329042,0.950550,0.490518,-0.289525,0.624121,0.852280,0.127060
0.064203,0.596141,0.504059,0.661869,-0.241412,0.708646,0.701080,0.106078
0.620484,0.205960,0.365856,0.648676,-0.499306,1.987063,1.017560,0.363126
0.906792,0.093306,0.200625,0.498339,-0.666220,1.395004,1.384920,0.527939
0.224484,0.780211,0.280023,0.637379,-0.580684,0.501838,1.112040,0.292361
0.097962,0.643778,0.771459,0.308660,-0.701564,0.661304,1.325240,0.377093
0.511782,0.536180,0.576429,0.220891,-0.338431,1.131846,0.648920,0.062123
0.447333,0.098835,0.451986,0.693232,-0.818878,1.110188,1.027000,0.308221
0.521286,0.389003,0.612267,0.330148,-0.954607,1.426438,0.628520,0.087027
0.764429,0.170489,0.066084,0.409306,-0.362488,1.941254,0.714200,0.133005
0.143997,0.528438,0.450599,0.666451,-0.368032,1.904646,1.047480,0.431405
0.146373,0.701606,0.629493,0.146236,-0.477625,1.802104,1.159400,0.305878
0.431096,0.644410,0.413772,0.136361,-0.970646,1.287479,1.355960,0.443974
0.024503,0.418785,0.031731,0.682251,-0.557122,0.478646,1.361560,0.481863
0.117168,0.437904,0.287250,0.745688,-0.391199,1.888738,0.871400,0.338091
0.650283,0.365540,0.869865,0.496679,-0.409711,0.885363,0.835480,0.148593
0.598604,0.214650,0.206565,0.125933,-0.475943,0.419804,0.812840,0.024464
0.085883,0.490755,0.679883,0.104365,-0.050341,1.616188,1.052200,0.184248
0.111228,0.776340,0.354867,0.599143,-0.094892,1.302812,1.338280,0.584754
0.637809,0.506081,0.906792,0.664239,-0.589099,1.828171,0.881320,0.280795
0.504258,0.110212,0.824126,0.721118,-0.626125,1.437937,0.724520,0.160513
0.203693,0.748374,0.610980,0.088091,-0.684733,0.484396,0.888760,0.047344
0.451887,0.683673,0.541878,0.671191,-0.038461,0.728004,1.259320,0.450832
0.783042,0.570782,0.868677,0.691336,-0.531184,1.743646,0.922040,0.315619
0.748887,0.278481,0.898476,0.366962,-0.836996,1.299363,0.761960,0.118341
0.056580,0.242774,0.032226,0.761646,-0.193099,0.523113,0.779960,0.125673
0.712454,0.218600,0.898377,0.024023,-0.789377,0.134029,1.232520,0.232520
0.403377,0.688255,0.526235,0.635957,-0.620878,0.098379,0.674600,0.006172
0.344769,0.598274,0.075686,0.267106,-0.847588,1.914229,0.999400,0.316040
0.427335,0.694733,0.826899,0.595983,-0.713146,0.465037,0.705640,0.071335
0.511880,0.674746,0.093309,0.388845,-0.322295,0.967396,1.190840,0.386324
0.635927,0.414520,0.479409,0.765754,-0.524552,0.574671,0.866120,0.170005
0.614445,0.449201,0.891942,0.234084,-0.370507,1.390404,1.227000,0.374700
0.677705,0.397535,0.700773,0.639512,-0.676516,1.883754,1.096040,0.406492
0.044205,0.279114,0.893526,0.160614,-0.474259,1.068213,0.933400,0.102194
0.423671,0.104524,0.228246,0.140153,-0.031828,1.030071,0.995640,0.142575
0.631472,0.330069,0.067470,0.580736,-0.216761,0.972571,1.377320,0.548387
0.953421,0.399510,0.818781,0.565963,-0.859765,0.935771,0.982360,0.237086
0.072419,0.645042,0.814029,0.574258,-0.636520,1.739621,0.859960,0.245785
0.533859,0.658313,0.880062,0.500946,-0.713542,0.970079,1.265560,0.422139
0.952431,0.092753,0.241413,0.092200,-0.060935,1.982271,1.089400,0.222009
0.782052,0.036505,0.306455,0.325171,-0.521977,1.638996,0.763640,0.101342
0.709188,0.375573,0.892041,0.497549,-0.679486,0.299821,0.877560,0.089155
0.976290,0.295467,0.321108,0.451729,-0.569398,0.575821,1.290760,0.387911
0.492675,0.458602,0.966093,0.104603,-0.550787,0.678746,0.762120,0.037435
0.789774,0.541789,0.232305,0.562566,-0.455152,0.647121,0.785080,0.119753
0.505545,0.791824,0.928968,0.346106,-0.831649,1.078946,0.731160,0.118246
0.755618,0.268370,0.793041,0.085959,-0.224483,0.855654,1.221320,0.272448
0.264084,0.361985,0.197160,0.223656,-0.220522,0.611279,1.364120,0.412582
0.659193,0.757617,0.763044,0.040929,-0.467924,1.303579,1.194600,0.342077
0.891546,0.591559,0.176964,0.128540,-0.711562,0.511804,0.928440,0.095759
0.738987,0.463579,0.945006,0.011383,-0.234184,0.140546,1.330600,0.330620
0.821652,0.247909,0.364470,0.418075,-0.937084,1.094471,0.657560,0.079260
0.678102,0.062733,0.219534,0.619525,-0.520987,1.704163,0.633160,0.112923
0.274973,0.305658,0.174588,0.044721,-0.734134,0.386263,1.281000,0.282561
0.062223,0.647965,0.191715,0.331333,-0.932530,1.734254,1.099080,0.352920
0.924315,0.727676,0.345857,0.206829,-0.973615,0.627379,0.600120,0.028025
0.456243,0.753667,0.618603,0.099625,-0.614839,1.794438,0.777720,0.150759
0.692654,0.609334,0.841056,0.233294,-0.374170,1.766263,1.110280,0.365399
0.858083,0.066208,0.750075,0.072687,-0.150232,1.943554,1.010840,0.128258
0.974013,0.226974,0.428225,0.630822,-0.493465,0.177921,1.132360,0.211935
0.547422,0.339154,0.800664,0.175308,-0.790069,1.437746,1.024760,0.201369
0.813038,0.432374,0.842937,0.746794,-0.145679,0.914113,0.797960,0.173392
0.354668,0.049303,0.839571,0.294835,-0.833927,1.952754,1.275080,0.339675
0.865113,0.209831,0.853430,0.016597,-0.694435,0.176004,1.261480,0.261483
0.039552,0.133438,0.027375,0.124827,-0.835114,0.125404,0.795320,0.001558
0.497229,0.448332,0.449609,0.422025,-0.262201,1.497929,1.241960,0.467476
0.168251,0.180285,0.919068,0.221681,-0.632165,0.308254,1.393800,0.398887
0.113406,0.585871,0.123504,0.771126,-0.988267,0.422487,1.252520,0.393951
0.947679,0.302024,0.270024,0.222234,-0.481585,0.810229,0.805800,0.081326
0.967974,0.368384,0.083013,0.431742,-0.760468,0.686988,1.212120,0.351075
0.570390,0.169225,0.201813,0.108394,-0.776408,1.018379,0.833160,0.064294
0.187359,0.662422,0.381498,0.504106,-0.040243,1.761471,1.045000,0.393633
0.622761,0.643857,0.686814,0.694022,-0.981832,0.224496,1.070680,0.193227
0.974409,0.473059,0.295071,0.710296,-0.601673,0.485738,0.941320,0.186920
0.492476,0.549847,0.164985,0.412071,-0.903820,1.520738,0.616760,0.109361
0.100239,0.176809,0.377736,0.685016,-0.512771,1.792138,0.969800,0.367035
0.628998,0.024260,0.310020,0.496917,-0.303781,1.873788,0.621080,0.091420
0.465351,0.710454,0.924117,0.038322,-0.753637,1.362421,1.321080,0.381539
0.738591,0.742923,0.157065,0.605700,-0.596227,0.701554,0.993720,0.255759
0.558509,0.315454,0.331701,0.122931,-0.659687,0.476921,1.063400,0.138602
0.661074,0.695049,0.935601,0.397772,-0.224977,0.959921,0.729960,0.111513
0.087765,0.062969,0.230226,0.049303,-0.919660,0.903188,1.032360,0.095327
0.473369,0.040929,0.196862,0.117243,-0.024998,0.280654,1.104040,0.137449
0.513465,0.730757,0.747897,0.319009,-0.796702,1.074921,0.672680,0.092633
0.882636,0.194979,0.035691,0.551980,-0.693940,1.485279,0.744760,0.150193
0.791160,0.488543,0.774033,0.768756,-0.249034,1.010904,1.358680,0.563495
0.742649,0.158086,0.960846,0.684858,-0.324176,1.255471,1.264920,0.457431
0.853332,0.225552,0.867390,0.443592,-0.428521,0.627954,0.974920,0.171283
0.979160,0.406146,0.515247,0.120718,-0.906890,0.997104,1.067320,0.213102
0.962826,0.015807,0.893130,0.732495,-0.280813,0.695996,0.760840,0.109044
0.999456,0.346185,0.446442,0.591006,-0.481387,1.781404,0.843720,0.240578
0.809277,0.650730,0.635235,0.253360,-0.256162,0.870796,1.369960,0.475079
0.483567,0.519116,0.793635,0.227132,-0.041332,0.812338,1.343880,0.425244
0.321999,0.538471,0.145878,0.785978,-0.151915,1.634013,0.820440,0.292282
0.685329,0.301392,0.665925,0.737709,-0.526631,1.137213,0.844520,0.213148
0.150135,0.655707,0.121920,0.127117,-0.360310,1.833154,1.162440,0.337656
0.657015,0.601592,0.136968,0.346422,-0.448124,1.152737,1.296840,0.478171
0.454560,0.105551,0.989457,0.596694,-0.185576,1.940296,1.125160,0.387073
0.276360,0.583342,0.140136,0.499998,-0.726511,0.933854,1.125880,0.349183
